Question_id,Title,Acceptance_rate,Difficulty,TopicTags,Link
1013,Fibonacci Number,71.4%,Easy,"Math, Dynamic Programming, Recursion, Memoization",https://leetcode.com/problems/fibonacci-number/description
1014,K Closest Points to Origin,66.6%,Medium,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect",https://leetcode.com/problems/k-closest-points-to-origin/description
1016,Subarray Sums Divisible by K,55.5%,Medium,"Array, Hash Table, Prefix Sum",https://leetcode.com/problems/subarray-sums-divisible-by-k/description
1017,Odd Even Jump,40.1%,Hard,"Array, Dynamic Programming, Stack, Monotonic Stack, Ordered Set",https://leetcode.com/problems/odd-even-jump/description
1019,Squares of a Sorted Array,72.9%,Easy,"Array, Two Pointers, Sorting",https://leetcode.com/problems/squares-of-a-sorted-array/description
1021,Distribute Coins in Binary Tree,77.1%,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/distribute-coins-in-binary-tree/description
1022,Unique Paths III,81.9%,Hard,"Array, Backtracking, Bit Manipulation, Matrix",https://leetcode.com/problems/unique-paths-iii/description
1023,Time Based Key-Value Store,49.3%,Medium,"Hash Table, String, Binary Search, Design",https://leetcode.com/problems/time-based-key-value-store/description
1025,Minimum Cost For Tickets,65.2%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/minimum-cost-for-tickets/description
1029,Vertical Order Traversal of a Binary Tree,48.1%,Hard,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree",https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/description
1030,Smallest String Starting From Leaf,60.5%,Medium,"String, Backtracking, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/smallest-string-starting-from-leaf/description
1032,Satisfiability of Equality Equations,50.6%,Medium,"Array, String, Union Find, Graph",https://leetcode.com/problems/satisfiability-of-equality-equations/description
1036,Rotting Oranges,54.5%,Medium,"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/rotting-oranges/description
1037,Minimum Number of K Consecutive Bit Flips,62.8%,Hard,"Array, Bit Manipulation, Queue, Sliding Window, Prefix Sum",https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips/description
1042,Minimum Cost to Merge Stones,43.2%,Hard,"Array, Dynamic Programming, Prefix Sum",https://leetcode.com/problems/minimum-cost-to-merge-stones/description
1044,Find Common Characters,74.5%,Easy,"Array, Hash Table, String",https://leetcode.com/problems/find-common-characters/description
1046,Max Consecutive Ones III,63.5%,Medium,"Array, Binary Search, Sliding Window, Prefix Sum",https://leetcode.com/problems/max-consecutive-ones-iii/description
1049,Minimum Domino Rotations For Equal Row,52.2%,Medium,"Array, Greedy",https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/description
1051,Shortest Way to Form String,60.3%,Medium,"Two Pointers, String, Greedy",https://leetcode.com/problems/shortest-way-to-form-string/description
1052,Campus Bikes,58.6%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/campus-bikes/description
1054,Complement of Base 10 Integer,60.8%,Easy,Bit Manipulation,https://leetcode.com/problems/complement-of-base-10-integer/description
1055,Pairs of Songs With Total Durations Divisible by 60,53.0%,Medium,"Array, Hash Table, Counting",https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/description
1056,Capacity To Ship Packages Within D Days,69.9%,Medium,"Array, Binary Search",https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/description
1057,Numbers With Repeated Digits,42.3%,Hard,"Math, Dynamic Programming",https://leetcode.com/problems/numbers-with-repeated-digits/description
1060,Longest Repeating Substring,60.9%,Medium,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function",https://leetcode.com/problems/longest-repeating-substring/description
1063,Best Sightseeing Pair,59.1%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/best-sightseeing-pair/description
1064,Smallest Integer Divisible by K,46.6%,Medium,"Hash Table, Math",https://leetcode.com/problems/smallest-integer-divisible-by-k/description
1065,Binary String With Substrings Representing 1 To N,57.4%,Medium,String,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n/description
1067,Campus Bikes II,55.2%,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",https://leetcode.com/problems/campus-bikes-ii/description
1069,Confusing Number,48.8%,Easy,Math,https://leetcode.com/problems/confusing-number/description
1073,Number of Enclaves,69.1%,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/number-of-enclaves/description
1076,Brace Expansion,66.4%,Medium,"String, Backtracking, Breadth-First Search",https://leetcode.com/problems/brace-expansion/description
1077,Confusing Number II,47.2%,Hard,"Math, Backtracking",https://leetcode.com/problems/confusing-number-ii/description
1078,Remove Outermost Parentheses,83.2%,Easy,"String, Stack",https://leetcode.com/problems/remove-outermost-parentheses/description
1080,Camelcase Matching,62.5%,Medium,"Array, Two Pointers, String, Trie, String Matching",https://leetcode.com/problems/camelcase-matching/description
1081,Video Stitching,51.4%,Medium,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/video-stitching/description
1085,The Earliest Moment When Everyone Become Friends,65.3%,Medium,"Array, Union Find, Sorting",https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/description
1087,Longest Arithmetic Subsequence,49.1%,Medium,"Array, Hash Table, Binary Search, Dynamic Programming",https://leetcode.com/problems/longest-arithmetic-subsequence/description
1097,Stream of Characters,52.1%,Hard,"Array, String, Design, Trie, Data Stream",https://leetcode.com/problems/stream-of-characters/description
1099,Path With Maximum Minimum Value,53.7%,Medium,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix",https://leetcode.com/problems/path-with-maximum-minimum-value/description
1101,Parallel Courses,61.4%,Medium,"Graph, Topological Sort",https://leetcode.com/problems/parallel-courses/description
1104,Coloring A Border,49.1%,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix",https://leetcode.com/problems/coloring-a-border/description
1106,Escape a Large Maze,34.7%,Hard,"Array, Hash Table, Depth-First Search, Breadth-First Search",https://leetcode.com/problems/escape-a-large-maze/description
1115,Valid Boomerang,37.1%,Easy,"Array, Math, Geometry",https://leetcode.com/problems/valid-boomerang/description
1116,Maximum Level Sum of a Binary Tree,67.1%,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/description
1117,As Far from Land as Possible,51.6%,Medium,"Array, Dynamic Programming, Breadth-First Search, Matrix",https://leetcode.com/problems/as-far-from-land-as-possible/description
1118,Divide Array Into Increasing Sequences,61.3%,Hard,"Array, Counting",https://leetcode.com/problems/divide-array-into-increasing-sequences/description
1120,Flower Planting With No Adjacent,51.4%,Medium,"Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/flower-planting-with-no-adjacent/description
1121,Partition Array for Maximum Sum,76.6%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/partition-array-for-maximum-sum/description
1122,Longest Duplicate Substring,30.6%,Hard,"String, Binary Search, Sliding Window, Rolling Hash, Suffix Array, Hash Function",https://leetcode.com/problems/longest-duplicate-substring/description
1123,Single-Row Keyboard,87.5%,Easy,"Hash Table, String",https://leetcode.com/problems/single-row-keyboard/description
1124,String Transforms Into Another String,35.0%,Hard,"Hash Table, String",https://leetcode.com/problems/string-transforms-into-another-string/description
1126,Minimum Cost to Connect Sticks,70.1%,Medium,"Array, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/minimum-cost-to-connect-sticks/description
1127,Last Stone Weight,65.5%,Easy,"Array, Heap (Priority Queue)",https://leetcode.com/problems/last-stone-weight/description
1128,Remove All Adjacent Duplicates In String,69.8%,Easy,"String, Stack",https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/description
1129,Longest String Chain,61.2%,Medium,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting",https://leetcode.com/problems/longest-string-chain/description
1134,Shortest Distance to Target Color,55.4%,Medium,"Array, Binary Search, Dynamic Programming",https://leetcode.com/problems/shortest-distance-to-target-color/description
1137,Height Checker,80.7%,Easy,"Array, Sorting, Counting Sort",https://leetcode.com/problems/height-checker/description
1138,Grumpy Bookstore Owner,64.4%,Medium,"Array, Sliding Window",https://leetcode.com/problems/grumpy-bookstore-owner/description
1142,Minimum Knight Moves,40.6%,Medium,Breadth-First Search,https://leetcode.com/problems/minimum-knight-moves/description
1144,Optimize Water Distribution in a Village,64.8%,Hard,"Union Find, Graph, Heap (Priority Queue), Minimum Spanning Tree",https://leetcode.com/problems/optimize-water-distribution-in-a-village/description
1145,Number of Submatrices That Sum to Target,74.4%,Hard,"Array, Hash Table, Matrix, Prefix Sum",https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/description
1153,Product Sales Analysis I,83.0%,Easy,Database,https://leetcode.com/problems/product-sales-analysis-i/description
1156,Occurrences After Bigram,63.5%,Easy,String,https://leetcode.com/problems/occurrences-after-bigram/description
1159,Smallest Subsequence of Distinct Characters,61.0%,Medium,"String, Stack, Greedy, Monotonic Stack",https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/description
1160,Letter Tile Possibilities,76.3%,Medium,"Hash Table, String, Backtracking, Counting",https://leetcode.com/problems/letter-tile-possibilities/description
1167,Minimum Time to Build Blocks,45.8%,Hard,"Array, Math, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/minimum-time-to-build-blocks/description
1168,Duplicate Zeros,52.0%,Easy,"Array, Two Pointers",https://leetcode.com/problems/duplicate-zeros/description
1169,Largest Values From Labels,62.2%,Medium,"Array, Hash Table, Greedy, Sorting, Counting",https://leetcode.com/problems/largest-values-from-labels/description
1171,Shortest Path in Binary Matrix,47.7%,Medium,"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/shortest-path-in-binary-matrix/description
1176,Design A Leaderboard,67.9%,Medium,"Hash Table, Design, Sorting",https://leetcode.com/problems/design-a-leaderboard/description
1177,Tree Diameter,61.2%,Medium,"Tree, Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/tree-diameter/description
1182,Game Play Analysis IV,36.8%,Medium,Database,https://leetcode.com/problems/game-play-analysis-iv/description
1184,Car Pooling,56.0%,Medium,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum",https://leetcode.com/problems/car-pooling/description
1185,Find in Mountain Array,40.3%,Hard,"Array, Binary Search, Interactive",https://leetcode.com/problems/find-in-mountain-array/description
1186,Building H2O,56.4%,Medium,Concurrency,https://leetcode.com/problems/building-h2o/description
1188,Brace Expansion II,63.7%,Hard,"String, Backtracking, Stack, Breadth-First Search",https://leetcode.com/problems/brace-expansion-ii/description
1192,Divide Chocolate,58.8%,Hard,"Array, Binary Search",https://leetcode.com/problems/divide-chocolate/description
1196,Filling Bookcase Shelves,59.6%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/filling-bookcase-shelves/description
1197,Parsing A Boolean Expression,59.6%,Hard,"String, Stack, Recursion",https://leetcode.com/problems/parsing-a-boolean-expression/description
1200,Remove Interval,66.1%,Medium,Array,https://leetcode.com/problems/remove-interval/description
1203,Print in Order,69.6%,Easy,Concurrency,https://leetcode.com/problems/print-in-order/description
1205,Defanging an IP Address,89.2%,Easy,String,https://leetcode.com/problems/defanging-an-ip-address/description
1207,Delete Nodes And Return Forest,69.2%,Medium,"Array, Hash Table, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/delete-nodes-and-return-forest/description
1210,Mean of Array After Removing Some Elements,68.5%,Easy,"Array, Sorting",https://leetcode.com/problems/mean-of-array-after-removing-some-elements/description
1211,Iterator for Combination,73.3%,Medium,"String, Backtracking, Design, Iterator",https://leetcode.com/problems/iterator-for-combination/description
1220,Smallest Sufficient Team,55.5%,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask",https://leetcode.com/problems/smallest-sufficient-team/description
1221,Element Appearing More Than 25% In Sorted Array,61.0%,Easy,Array,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array/description
1224,Minimum Falling Path Sum II,64.3%,Hard,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/minimum-falling-path-sum-ii/description
1232,Sum of Mutated Array Closest to Target,44.5%,Medium,"Array, Binary Search, Sorting",https://leetcode.com/problems/sum-of-mutated-array-closest-to-target/description
1238,Alphabet Board Path,51.7%,Medium,"Hash Table, String",https://leetcode.com/problems/alphabet-board-path/description
1241,Decompress Run-Length Encoded List,85.8%,Easy,Array,https://leetcode.com/problems/decompress-run-length-encoded-list/description
1242,Matrix Block Sum,75.5%,Medium,"Array, Matrix, Prefix Sum",https://leetcode.com/problems/matrix-block-sum/description
1244,Distinct Echo Substrings,50.6%,Hard,"String, Trie, Rolling Hash, Hash Function",https://leetcode.com/problems/distinct-echo-substrings/description
1247,Decrease Elements To Make Array Zigzag,47.9%,Medium,"Array, Greedy",https://leetcode.com/problems/decrease-elements-to-make-array-zigzag/description
1248,Binary Tree Coloring Game,52.0%,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-coloring-game/description
1249,Snapshot Array,36.9%,Medium,"Array, Hash Table, Binary Search, Design",https://leetcode.com/problems/snapshot-array/description
1250,Longest Common Subsequence,57.7%,Medium,"String, Dynamic Programming",https://leetcode.com/problems/longest-common-subsequence/description
1251,Longest Chunked Palindrome Decomposition,58.7%,Hard,"Two Pointers, String, Dynamic Programming, Greedy, Rolling Hash, Hash Function",https://leetcode.com/problems/longest-chunked-palindrome-decomposition/description
1254,Deepest Leaves Sum,86.3%,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/deepest-leaves-sum/description
1256,Rank Transform of an Array,62.4%,Easy,"Array, Hash Table, Sorting",https://leetcode.com/problems/rank-transform-of-an-array/description
1257,Rank Transform of a Matrix,40.9%,Hard,"Array, Union Find, Graph, Topological Sort, Sorting, Matrix",https://leetcode.com/problems/rank-transform-of-a-matrix/description
1258,Article Views I,75.6%,Easy,Database,https://leetcode.com/problems/article-views-i/description
1263,Number of Dice Rolls With Target Sum,61.0%,Medium,Dynamic Programming,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/description
1267,Remove Zero Sum Consecutive Nodes from Linked List,52.8%,Medium,"Hash Table, Linked List",https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list/description
1273,Compare Strings by Frequency of the Smallest Character,62.3%,Medium,"Array, Hash Table, String, Binary Search, Sorting",https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character/description
1275,Validate Binary Tree Nodes,43.8%,Medium,"Tree, Depth-First Search, Breadth-First Search, Union Find, Graph, Binary Tree",https://leetcode.com/problems/validate-binary-tree-nodes/description
1277,Largest Multiple of Three,32.6%,Hard,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/largest-multiple-of-three/description
1278,Product Price at a Given Date,55.8%,Medium,Database,https://leetcode.com/problems/product-price-at-a-given-date/description
1286,Constrained Subsequence Sum,56.7%,Hard,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/constrained-subsequence-sum/description
1287,Distance Between Bus Stops,54.1%,Easy,Array,https://leetcode.com/problems/distance-between-bus-stops/description
1292,Immediate Food Delivery II,51.4%,Medium,Database,https://leetcode.com/problems/immediate-food-delivery-ii/description
1296,Kth Ancestor of a Tree Node,34.8%,Hard,"Binary Search, Dynamic Programming, Tree, Depth-First Search, Breadth-First Search, Design",https://leetcode.com/problems/kth-ancestor-of-a-tree-node/description
1298,Reverse Substrings Between Each Pair of Parentheses,71.7%,Medium,"String, Stack",https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/description
1300,Critical Connections in a Network,56.1%,Hard,"Depth-First Search, Graph, Biconnected Component",https://leetcode.com/problems/critical-connections-in-a-network/description
1305,Number of Visible People in a Queue,69.8%,Hard,"Array, Stack, Monotonic Stack",https://leetcode.com/problems/number-of-visible-people-in-a-queue/description
1308,Smallest String With Swaps,58.4%,Medium,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, Sorting",https://leetcode.com/problems/smallest-string-with-swaps/description
1310,Watering Plants,79.7%,Medium,"Array, Simulation",https://leetcode.com/problems/watering-plants/description
1319,Unique Number of Occurrences,77.3%,Easy,"Array, Hash Table",https://leetcode.com/problems/unique-number-of-occurrences/description
1324,Where Will the Ball Fall,71.8%,Medium,"Array, Matrix, Simulation",https://leetcode.com/problems/where-will-the-ball-fall/description
1325,Path with Maximum Probability,55.3%,Medium,"Array, Graph, Heap (Priority Queue), Shortest Path",https://leetcode.com/problems/path-with-maximum-probability/description
1330,Longest Arithmetic Subsequence of Given Difference,54.7%,Medium,"Array, Hash Table, Dynamic Programming",https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/description
1331,Path with Maximum Gold,68.0%,Medium,"Array, Backtracking, Matrix",https://leetcode.com/problems/path-with-maximum-gold/description
1332,Count Vowels Permutation,61.9%,Hard,Dynamic Programming,https://leetcode.com/problems/count-vowels-permutation/description
1335,Maximum Candies Allocated to K Children,38.2%,Medium,"Array, Binary Search",https://leetcode.com/problems/maximum-candies-allocated-to-k-children/description
1337,Design Skiplist,61.7%,Hard,"Linked List, Design",https://leetcode.com/problems/design-skiplist/description
1350,Remove Sub-Folders from the Filesystem,66.0%,Medium,"Array, String, Depth-First Search, Trie",https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/description
1352,Maximum Profit in Job Scheduling,54.4%,Hard,"Array, Binary Search, Dynamic Programming, Sorting",https://leetcode.com/problems/maximum-profit-in-job-scheduling/description
1358,Find Positive Integer Solution for a Given Equation,69.6%,Medium,"Math, Two Pointers, Binary Search, Interactive",https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation/description
1361,Tiling a Rectangle with the Fewest Squares,54.3%,Hard,Backtracking,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares/description
1364,Tuple with Same Product,61.1%,Medium,"Array, Hash Table, Counting",https://leetcode.com/problems/tuple-with-same-product/description
1370,Count Number of Nice Subarrays,71.1%,Medium,"Array, Hash Table, Math, Sliding Window",https://leetcode.com/problems/count-number-of-nice-subarrays/description
1371,Minimum Remove to Make Valid Parentheses,69.1%,Medium,"String, Stack",https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/description
1380,Number of Closed Islands,66.4%,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/number-of-closed-islands/description
1381,Maximum Score Words Formed by Letters,82.1%,Hard,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",https://leetcode.com/problems/maximum-score-words-formed-by-letters/description
1384,Maximum Font to Fit a Sentence in a Screen,60.9%,Medium,"Array, String, Binary Search, Interactive",https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/description
1387,Find Elements in a Contaminated Binary Tree,77.4%,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/description
1389,Minimum Moves to Move a Box to Their Target Location,49.0%,Hard,"Array, Breadth-First Search, Heap (Priority Queue), Matrix",https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/description
1390,Average Selling Price,38.6%,Easy,Database,https://leetcode.com/problems/average-selling-price/description
1392,Find the Difference of Two Arrays,79.0%,Easy,"Array, Hash Table",https://leetcode.com/problems/find-the-difference-of-two-arrays/description
1393,Maximum Value of K Coins From Piles,60.6%,Hard,"Array, Dynamic Programming, Prefix Sum",https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/description
1394,Minimum Path Cost in a Grid,66.7%,Medium,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/minimum-path-cost-in-a-grid/description
1396,Count Servers that Communicate,60.5%,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, Counting",https://leetcode.com/problems/count-servers-that-communicate/description
1397,Search Suggestions System,65.1%,Medium,"Array, String, Binary Search, Trie, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/search-suggestions-system/description
1398,Number of Ways to Stay in the Same Place After Some Steps,50.4%,Hard,Dynamic Programming,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/description
1400,Find Winner on a Tic Tac Toe Game,53.9%,Easy,"Array, Hash Table, Matrix, Simulation",https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/description
1402,Count Square Submatrices with All Ones,75.3%,Medium,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/count-square-submatrices-with-all-ones/description
1405,All People Report to the Given Manager,84.8%,Medium,Database,https://leetcode.com/problems/all-people-report-to-the-given-manager/description
1406,Subtract the Product and Sum of Digits of an Integer,86.5%,Easy,Math,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer/description
1408,Find the Smallest Divisor Given a Threshold,60.6%,Medium,"Array, Binary Search",https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/description
1413,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,53.5%,Medium,"Array, Binary Search, Matrix, Prefix Sum",https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold/description
1414,Shortest Path in a Grid with Obstacles Elimination,45.3%,Hard,"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/description
1418,Fair Distribution of Cookies,69.2%,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",https://leetcode.com/problems/fair-distribution-of-cookies/description
1422,Divide Array in Sets of K Consecutive Numbers,58.4%,Medium,"Array, Hash Table, Greedy, Sorting",https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/description
1429,Verbal Arithmetic Puzzle,34.5%,Hard,"Array, Math, String, Backtracking",https://leetcode.com/problems/verbal-arithmetic-puzzle/description
1431,All Ancestors of a Node in a Directed Acyclic Graph,62.3%,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/description
1442,Number of Operations to Make Network Connected,63.0%,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph",https://leetcode.com/problems/number-of-operations-to-make-network-connected/description
1443,Minimum Distance to Type a Word Using Two Fingers,59.2%,Hard,"String, Dynamic Programming",https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers/description
1447,Jump Game IV,46.2%,Hard,"Array, Hash Table, Breadth-First Search",https://leetcode.com/problems/jump-game-iv/description
1450,Delete Leaves With a Given Value,77.5%,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/delete-leaves-with-a-given-value/description
1451,Minimum Number of Taps to Open to Water a Garden,50.9%,Hard,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/description
1463,The K Weakest Rows in a Matrix,73.5%,Easy,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix",https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/description
1468,Check If N and Its Double Exist,37.3%,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/check-if-n-and-its-double-exist/description
1477,Product of the Last K Numbers,51.6%,Medium,"Array, Math, Design, Queue, Data Stream",https://leetcode.com/problems/product-of-the-last-k-numbers/description
1478,Maximum Number of Events That Can Be Attended,32.5%,Medium,"Array, Greedy, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/description
1482,How Many Numbers Are Smaller Than the Current Number,86.8%,Easy,"Array, Hash Table, Sorting, Counting",https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/description
1483,Rank Teams by Votes,58.5%,Medium,"Array, Hash Table, String, Sorting, Counting",https://leetcode.com/problems/rank-teams-by-votes/description
1485,Minimum Cost to Make at Least One Valid Path in a Grid,62.2%,Hard,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path",https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/description
1487,Cinema Seat Allocation,42.1%,Medium,"Array, Hash Table, Greedy, Bit Manipulation",https://leetcode.com/problems/cinema-seat-allocation/description
1488,Sort Integers by The Power Value,70.1%,Medium,"Dynamic Programming, Memoization, Sorting",https://leetcode.com/problems/sort-integers-by-the-power-value/description
1489,Pizza With 3n Slices,51.9%,Hard,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/pizza-with-3n-slices/description
1492,Time Needed to Inform All Employees,60.0%,Medium,"Tree, Depth-First Search, Breadth-First Search",https://leetcode.com/problems/time-needed-to-inform-all-employees/description
1493,Frog Position After T Seconds,35.5%,Hard,"Tree, Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/frog-position-after-t-seconds/description
1497,Design a Stack With Increment Operation,77.1%,Medium,"Array, Stack, Design",https://leetcode.com/problems/design-a-stack-with-increment-operation/description
1499,Maximum Performance of a Team,47.8%,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/maximum-performance-of-a-team/description
1501,Circle and Rectangle Overlapping,46.5%,Medium,"Math, Geometry",https://leetcode.com/problems/circle-and-rectangle-overlapping/description
1508,Longest Happy Prefix,46.2%,Hard,"String, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/longest-happy-prefix/description
1509,Replace Employee ID With The Unique Identifier,82.9%,Easy,Database,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/description
1515,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,65.3%,Medium,"Math, Greedy",https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k/description
1520,Number of Steps to Reduce a Number in Binary Representation to One,61.5%,Medium,"String, Bit Manipulation",https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/description
1522,Stone Game III,63.9%,Hard,"Array, Math, Dynamic Programming, Game Theory",https://leetcode.com/problems/stone-game-iii/description
1526,HTML Entity Parser,50.9%,Medium,"Hash Table, String",https://leetcode.com/problems/html-entity-parser/description
1537,Maximum Score After Splitting a String,62.2%,Easy,"String, Prefix Sum",https://leetcode.com/problems/maximum-score-after-splitting-a-string/description
1538,Maximum Points You Can Obtain from Cards,53.3%,Medium,"Array, Sliding Window, Prefix Sum",https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/description
1539,Diagonal Traverse II,57.0%,Medium,"Array, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/diagonal-traverse-ii/description
1543,Simplified Fractions,66.9%,Medium,"Math, String, Number Theory",https://leetcode.com/problems/simplified-fractions/description
1544,Count Good Nodes in Binary Tree,73.0%,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/count-good-nodes-in-binary-tree/description
1545,Form Largest Integer With Digits That Add up to Target,48.2%,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target/description
1547,Destination City,79.5%,Easy,"Array, Hash Table, String",https://leetcode.com/problems/destination-city/description
1549,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,56.6%,Medium,"Array, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue",https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/description
1552,Build an Array With Stack Operations,79.9%,Medium,"Array, Stack, Simulation",https://leetcode.com/problems/build-an-array-with-stack-operations/description
1553,Count Triplets That Can Form Two Arrays of Equal XOR,85.0%,Medium,"Array, Hash Table, Math, Bit Manipulation, Prefix Sum",https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/description
